SIGUN_CD,SIGUN_NM,STD_YM,CARD_PUBLCT_CNT,CARD_CHRGNG_AMT,CARD_USE_AMT,MOBILE_GIFTCERTF_USER_CNT,MOBILE_CHRGNG_AMT,MOBILE_USE_AMT,BRNHSTRM_GIFTCERTF_SALE_AMT,BRNHSTRM_GIFTCERTF_RETRVL_AMT
41280,고양시,2021-03,18749.0,17652128.0,13760292.0,0.0,0.0,0.0,0.0,0.0
41460,용인시,2021-03,15668.0,20271369.0,15622752.0,0.0,0.0,0.0,0.0,0.0
41130,성남시,2021-03,0.0,5392820.0,4652379.0,15932.0,24419215.0,18140554.0,10673150.0,8981615.0
41190,부천시,2021-03,13354.0,15601117.0,12756248.0,0.0,0.0,0.0,0.0,0.0
41590,화성시,2021-03,13378.0,18016255.0,20192514.0,0.0,0.0,0.0,0.0,0.0
41270,안산시,2021-03,14415.0,21556181.0,17026020.0,0.0,0.0,0.0,2544045.0,2334875.0
41360,남양주시,2021-03,9903.0,11003701.0,8977763.0,0.0,0.0,0.0,0.0,0.0
41170,안양시,2021-03,9866.0,7897018.0,6253832.0,0.0,0.0,0.0,2075656.0,1982520.0
41220,평택시,2021-03,9599.0,7538562.0,6025676.0,0.0,0.0,0.0,4780455.0,4639920.0
41390,시흥시,2021-03,0.0,0.0,0.0,7309.0,17151386.0,15098404.0,2766394.0,2540388.0
41480,파주시,2021-03,8565.0,7111915.0,6135793.0,0.0,0.0,0.0,0.0,0.0
41150,의정부시,2021-03,7582.0,8238511.0,5773807.0,0.0,0.0,0.0,0.0,0.0
41570,김포시,2021-03,0.0,0.0,0.0,4157.0,20056607.0,19327543.0,0.0,0.0
41610,광주시,2021-03,6676.0,9002159.0,7854216.0,0.0,0.0,0.0,0.0,0.0
41210,광명시,2021-03,5094.0,6043489.0,5358256.0,0.0,0.0,0.0,0.0,0.0
41410,군포시,2021-03,4756.0,8468384.0,7689732.0,0.0,0.0,0.0,0.0,0.0
41450,하남시,2021-03,5811.0,14783500.0,10857874.0,0.0,0.0,0.0,0.0,0.0
41370,오산시,2021-03,5810.0,7740070.0,6353929.0,0.0,0.0,0.0,0.0,0.0
41630,양주시,2021-03,3480.0,3394909.0,2614832.0,0.0,0.0,0.0,0.0,0.0
41500,이천시,2021-03,3254.0,3633652.0,3211251.0,0.0,0.0,0.0,0.0,0.0
41310,구리시,2021-03,3352.0,4062873.0,3846032.0,0.0,0.0,0.0,0.0,0.0
41550,안성시,2021-03,4061.0,5682171.0,4467279.0,0.0,0.0,0.0,0.0,0.0
41650,포천시,2021-03,5712.0,1493885.0,945795.0,0.0,0.0,0.0,242645.0,278466.0
41430,의왕시,2021-03,2911.0,2491445.0,1891174.0,0.0,0.0,0.0,320210.0,302920.0
41830,양평군,2021-03,5670.0,4462006.0,3998809.0,0.0,0.0,0.0,0.0,0.0
41670,여주시,2021-03,2011.0,1903007.0,2020585.0,0.0,0.0,0.0,0.0,0.0
41250,동두천시,2021-03,1650.0,1015736.0,1480880.0,0.0,0.0,0.0,0.0,0.0
41820,가평군,2021-03,1084.0,912711.0,805968.0,0.0,0.0,0.0,143740.0,138405.0
41290,과천시,2021-03,1997.0,2315752.0,1923395.0,0.0,0.0,0.0,689980.0,724710.0
41800,연천군,2021-03,961.0,597385.0,608880.0,0.0,0.0,0.0,0.0,0.0
41110,수원시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41280,고양시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41460,용인시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41130,성남시,2019-01,0.0,4792280.0,3963836.0,0.0,0.0,0.0,3226900.0,2404515.0
41190,부천시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41590,화성시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41270,안산시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41360,남양주시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41170,안양시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,2732790.0,1360330.0
41220,평택시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,1205415.0,241055.0
41390,시흥시,2019-01,0.0,0.0,0.0,813.0,0.0,0.0,3478510.0,1282257.0
41480,파주시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41150,의정부시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41570,김포시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41610,광주시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41210,광명시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41410,군포시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41450,하남시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41370,오산시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41630,양주시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41500,이천시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41310,구리시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41550,안성시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41650,포천시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41430,의왕시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,454670.0,72055.0
41830,양평군,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41670,여주시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41250,동두천시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41820,가평군,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,153685.0,114460.0
41290,과천시,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41800,연천군,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41110,수원시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41280,고양시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41460,용인시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41130,성남시,2019-02,0.0,4861360.0,3557059.0,0.0,48900.0,4875.0,1476575.0,2160670.0
41190,부천시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41590,화성시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41270,안산시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41360,남양주시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41170,안양시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,757980.0,1426420.0
41220,평택시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,582140.0,441325.0
41390,시흥시,2019-02,0.0,0.0,0.0,6526.0,692150.0,113004.0,347883.0,1097780.0
41480,파주시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41150,의정부시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41570,김포시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41610,광주시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41210,광명시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41410,군포시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41450,하남시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41370,오산시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41630,양주시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41500,이천시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41310,구리시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41550,안성시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41650,포천시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41430,의왕시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,684815.0,405180.0
41830,양평군,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41670,여주시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41250,동두천시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41820,가평군,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,95445.0,129565.0
41290,과천시,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41800,연천군,2019-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41110,수원시,2019-03,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41280,고양시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41460,용인시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41130,성남시,2019-03,0.0,4712220.0,4796227.0,2705.0,0.0,15888.0,1380050.0,1782710.0
41190,부천시,2019-03,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41590,화성시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41270,안산시,2019-03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41360,남양주시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41170,안양시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,639760.0,822895.0
41220,평택시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,264940.0,315370.0
41390,시흥시,2019-03,0.0,0.0,0.0,5175.0,1568735.0,765457.0,261345.0,802963.0
41480,파주시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41150,의정부시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41570,김포시,2019-03,0.0,0.0,0.0,509.0,7705.0,5791.0,0.0,0.0
41610,광주시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41210,광명시,2019-03,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41410,군포시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41450,하남시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41370,오산시,2019-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41630,양주시,2019-03,470.0,198393.0,10361.0,0.0,0.0,0.0,0.0,0.0
41500,이천시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41310,구리시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41550,안성시,2019-03,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41650,포천시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41430,의왕시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,246095.0,349435.0
41830,양평군,2019-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41670,여주시,2019-03,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41250,동두천시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41820,가평군,2019-03,1.0,0.0,0.0,0.0,0.0,0.0,120915.0,129565.0
41290,과천시,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41800,연천군,2019-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41110,수원시,2019-04,4505.0,924101.0,151025.0,0.0,0.0,0.0,0.0,0.0
41280,고양시,2019-04,76.0,9255.0,1370.0,0.0,0.0,0.0,0.0,0.0
41460,용인시,2019-04,2167.0,685295.0,78578.0,0.0,0.0,0.0,0.0,0.0
41130,성남시,2019-04,0.0,5464570.0,4407860.0,4455.0,58670.0,43124.0,1198905.0,1694895.0
41190,부천시,2019-04,6732.0,1714964.0,375329.0,0.0,0.0,0.0,0.0,0.0
41590,화성시,2019-04,4826.0,1476982.0,204210.0,0.0,0.0,0.0,0.0,0.0
41270,안산시,2019-04,1894.0,583352.0,119657.0,0.0,0.0,0.0,514895.0,107725.0
41360,남양주시,2019-04,714.0,188922.0,8609.0,0.0,0.0,0.0,0.0,0.0
41170,안양시,2019-04,549.0,293500.0,4220.0,0.0,0.0,0.0,881925.0,941910.0
41220,평택시,2019-04,0.0,0.0,0.0,0.0,0.0,0.0,259285.0,324270.0
41390,시흥시,2019-04,0.0,0.0,0.0,3599.0,258405.0,650751.0,308464.0,558663.0
41480,파주시,2019-04,51.0,6890.0,1818.0,0.0,0.0,0.0,0.0,0.0
41150,의정부시,2019-04,844.0,196508.0,15564.0,0.0,0.0,0.0,0.0,0.0
41570,김포시,2019-04,0.0,0.0,0.0,5447.0,698220.0,382635.0,0.0,0.0
41610,광주시,2019-04,740.0,79277.0,13738.0,0.0,0.0,0.0,0.0,0.0
41210,광명시,2019-04,1477.0,502905.0,66934.0,0.0,0.0,0.0,0.0,0.0
41410,군포시,2019-04,1866.0,736934.0,160255.0,0.0,0.0,0.0,0.0,0.0
41450,하남시,2019-04,68.0,13630.0,1788.0,0.0,0.0,0.0,0.0,0.0
41370,오산시,2019-04,1612.0,305350.0,81128.0,0.0,0.0,0.0,0.0,0.0
41630,양주시,2019-04,2179.0,857718.0,293528.0,0.0,0.0,0.0,0.0,0.0
41500,이천시,2019-04,1512.0,277167.0,29224.0,0.0,0.0,0.0,0.0,0.0
41310,구리시,2019-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41550,안성시,2019-04,1101.0,1804331.0,632725.0,0.0,0.0,0.0,0.0,0.0
41650,포천시,2019-04,28.0,15000.0,82.0,0.0,0.0,0.0,365455.0,88715.0
41430,의왕시,2019-04,0.0,0.0,0.0,0.0,0.0,0.0,346665.0,406845.0
41830,양평군,2019-04,662.0,182459.0,52536.0,0.0,0.0,0.0,0.0,0.0
41670,여주시,2019-04,810.0,232163.0,58221.0,0.0,0.0,0.0,0.0,0.0
41250,동두천시,2019-04,1245.0,264234.0,66999.0,0.0,0.0,0.0,0.0,0.0
41820,가평군,2019-04,87.0,8870.0,2187.0,0.0,0.0,0.0,64575.0,93815.0
41290,과천시,2019-04,99.0,25376.0,1162.0,0.0,0.0,0.0,297220.0,28865.0
41800,연천군,2019-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41110,수원시,2019-05,17303.0,5567256.0,1917645.0,0.0,0.0,0.0,0.0,0.0
41280,고양시,2019-05,13077.0,3133495.0,1021417.0,0.0,0.0,0.0,0.0,0.0
41460,용인시,2019-05,10678.0,3419623.0,986873.0,0.0,0.0,0.0,0.0,0.0
41130,성남시,2019-05,0.0,6557190.0,5392838.0,3800.0,764700.0,249194.0,1441505.0,1631190.0
41190,부천시,2019-05,11617.0,4024162.0,1720872.0,0.0,0.0,0.0,0.0,0.0
41590,화성시,2019-05,10661.0,4449088.0,1392631.0,0.0,0.0,0.0,0.0,0.0
41270,안산시,2019-05,9314.0,2613431.0,1191393.0,0.0,0.0,0.0,828900.0,333283.0
41360,남양주시,2019-05,8926.0,3084237.0,978176.0,0.0,0.0,0.0,0.0,0.0
41170,안양시,2019-05,5365.0,1509000.0,542444.0,0.0,0.0,0.0,828715.0,982815.0
41220,평택시,2019-05,3145.0,820000.0,252245.0,0.0,0.0,0.0,983180.0,595110.0
41390,시흥시,2019-05,0.0,0.0,0.0,3406.0,1448555.0,1035142.0,263953.0,460475.0
41480,파주시,2019-05,3573.0,1167228.0,301540.0,0.0,0.0,0.0,0.0,0.0
41150,의정부시,2019-05,6940.0,2144866.0,661941.0,0.0,0.0,0.0,0.0,0.0
41570,김포시,2019-05,0.0,0.0,0.0,10319.0,1753350.0,811547.0,0.0,0.0
41610,광주시,2019-05,4128.0,1140948.0,486051.0,0.0,0.0,0.0,0.0,0.0
41210,광명시,2019-05,3830.0,1010098.0,531315.0,0.0,0.0,0.0,0.0,0.0
41410,군포시,2019-05,6147.0,2341957.0,1061666.0,0.0,0.0,0.0,0.0,0.0
41450,하남시,2019-05,4291.0,2415632.0,430476.0,0.0,0.0,0.0,0.0,0.0
41370,오산시,2019-05,3535.0,1142898.0,574244.0,0.0,0.0,0.0,0.0,0.0
41630,양주시,2019-05,2879.0,1159251.0,750973.0,0.0,0.0,0.0,0.0,0.0
41500,이천시,2019-05,1829.0,576704.0,297909.0,0.0,0.0,0.0,0.0,0.0
41310,구리시,2019-05,2625.0,693291.0,116924.0,0.0,0.0,0.0,0.0,0.0
41550,안성시,2019-05,2480.0,810440.0,831924.0,0.0,0.0,0.0,0.0,0.0
41650,포천시,2019-05,1007.0,277750.0,86810.0,0.0,0.0,0.0,45725.0,112035.0
41430,의왕시,2019-05,1490.0,439750.0,123623.0,0.0,0.0,0.0,363740.0,411320.0
41830,양평군,2019-05,2307.0,848719.0,498041.0,0.0,0.0,0.0,0.0,0.0
41670,여주시,2019-05,1122.0,352931.0,233277.0,0.0,0.0,0.0,0.0,0.0
41250,동두천시,2019-05,1260.0,383375.0,244807.0,0.0,0.0,0.0,0.0,0.0
41820,가평군,2019-05,506.0,109979.0,59447.0,0.0,0.0,0.0,73435.0,96675.0
41290,과천시,2019-05,2356.0,738301.0,164238.0,0.0,0.0,0.0,1189245.0,383995.0
41800,연천군,2019-05,233.0,36993.0,1224.0,0.0,0.0,0.0,0.0,0.0
41110,수원시,2019-06,4973.0,1344420.0,2083801.0,0.0,0.0,0.0,0.0,0.0
41280,고양시,2019-06,4368.0,1094818.0,1478659.0,0.0,0.0,0.0,0.0,0.0
41460,용인시,2019-06,3638.0,983380.0,1596519.0,0.0,0.0,0.0,0.0,0.0
41130,성남시,2019-06,0.0,4957850.0,4948054.0,2333.0,233360.0,324462.0,1821495.0,1426035.0
41190,부천시,2019-06,9827.0,3963683.0,2912659.0,0.0,0.0,0.0,0.0,0.0
41590,화성시,2019-06,4067.0,1224297.0,2110885.0,0.0,0.0,0.0,0.0,0.0
41270,안산시,2019-06,3607.0,1534064.0,1676041.0,0.0,0.0,0.0,1469125.0,1014807.0
41360,남양주시,2019-06,1911.0,601904.0,1196121.0,0.0,0.0,0.0,0.0,0.0
41170,안양시,2019-06,898.0,308500.0,547073.0,0.0,0.0,0.0,870085.0,895365.0
41220,평택시,2019-06,467.0,111500.0,356028.0,0.0,0.0,0.0,172730.0,476175.0
41390,시흥시,2019-06,0.0,0.0,0.0,1937.0,456140.0,832379.0,228426.0,379673.0
41480,파주시,2019-06,1976.0,429033.0,528784.0,0.0,0.0,0.0,0.0,0.0
41150,의정부시,2019-06,1648.0,452275.0,964767.0,0.0,0.0,0.0,0.0,0.0
41570,김포시,2019-06,0.0,0.0,0.0,14337.0,4105444.0,1721558.0,0.0,0.0
41610,광주시,2019-06,1336.0,388335.0,455882.0,0.0,0.0,0.0,0.0,0.0
41210,광명시,2019-06,1246.0,354583.0,544691.0,0.0,0.0,0.0,0.0,0.0
41410,군포시,2019-06,3427.0,2379979.0,1688951.0,0.0,0.0,0.0,0.0,0.0
41450,하남시,2019-06,3254.0,1759139.0,1478470.0,0.0,0.0,0.0,0.0,0.0
41370,오산시,2019-06,1045.0,347162.0,556817.0,0.0,0.0,0.0,0.0,0.0
41630,양주시,2019-06,1096.0,695342.0,775029.0,0.0,0.0,0.0,0.0,0.0
41500,이천시,2019-06,1076.0,738015.0,379172.0,0.0,0.0,0.0,0.0,0.0
41310,구리시,2019-06,1359.0,509439.0,387779.0,0.0,0.0,0.0,0.0,0.0
41550,안성시,2019-06,1197.0,782853.0,783255.0,0.0,0.0,0.0,0.0,0.0
41650,포천시,2019-06,248.0,89250.0,133021.0,0.0,0.0,0.0,77680.0,97535.0
41430,의왕시,2019-06,267.0,86500.0,159524.0,0.0,0.0,0.0,312375.0,378815.0
41830,양평군,2019-06,1195.0,779032.0,726280.0,0.0,0.0,0.0,0.0,0.0
41670,여주시,2019-06,471.0,204306.0,229702.0,0.0,0.0,0.0,0.0,0.0
41250,동두천시,2019-06,337.0,113310.0,210580.0,0.0,0.0,0.0,0.0,0.0
41820,가평군,2019-06,238.0,84932.0,75007.0,0.0,0.0,0.0,63805.0,59540.0
41290,과천시,2019-06,600.0,163510.0,291385.0,0.0,0.0,0.0,171720.0,494290.0
41800,연천군,2019-06,1099.0,285454.0,141752.0,0.0,0.0,0.0,0.0,0.0
41110,수원시,2019-07,8832.0,4603370.0,2782821.0,0.0,0.0,0.0,0.0,0.0
41280,고양시,2019-07,11964.0,6565309.0,2688638.0,0.0,0.0,0.0,0.0,0.0
41460,용인시,2019-07,5755.0,3105145.0,1845927.0,0.0,0.0,0.0,0.0,0.0
41130,성남시,2019-07,0.0,6224430.0,5186416.0,2967.0,709165.0,522953.0,1160895.0,1632295.0
41190,부천시,2019-07,9659.0,4603626.0,4058112.0,0.0,0.0,0.0,0.0,0.0
41590,화성시,2019-07,5995.0,3966870.0,2868233.0,0.0,0.0,0.0,0.0,0.0
41270,안산시,2019-07,5208.0,3227235.0,2337934.0,0.0,0.0,0.0,713370.0,752495.0
41360,남양주시,2019-07,3630.0,2021227.0,1383395.0,0.0,0.0,0.0,0.0,0.0
41170,안양시,2019-07,3039.0,1845500.0,792616.0,0.0,0.0,0.0,747075.0,859925.0
41220,평택시,2019-07,1789.0,1115500.0,482140.0,0.0,0.0,0.0,350515.0,412745.0
41390,시흥시,2019-07,0.0,0.0,0.0,7204.0,4102365.0,1834201.0,190372.0,263352.0
41480,파주시,2019-07,5068.0,2143997.0,945258.0,0.0,0.0,0.0,0.0,0.0
41150,의정부시,2019-07,2572.0,1529851.0,944763.0,0.0,0.0,0.0,0.0,0.0
41570,김포시,2019-07,0.0,0.0,0.0,7707.0,2877004.0,3081677.0,0.0,0.0
41610,광주시,2019-07,1977.0,1067973.0,619798.0,0.0,0.0,0.0,0.0,0.0
41210,광명시,2019-07,2997.0,1693869.0,884905.0,0.0,0.0,0.0,0.0,0.0
41410,군포시,2019-07,2219.0,1980499.0,2154009.0,0.0,0.0,0.0,0.0,0.0
41450,하남시,2019-07,2085.0,1621539.0,1872651.0,0.0,0.0,0.0,0.0,0.0
41820,가평군,2020-07,533.0,676234.0,732454.0,0.0,0.0,0.0,115400.0,113895.0
41290,과천시,2020-07,1263.0,2173031.0,1917034.0,0.0,0.0,0.0,1505010.0,1158180.0
41800,연천군,2020-07,517.0,583525.0,638324.0,0.0,0.0,0.0,0.0,0.0
41110,수원시,2020-08,7313.0,12432450.0,14936520.0,0.0,0.0,0.0,0.0,0.0
41280,고양시,2020-08,7545.0,22718749.0,16103409.0,0.0,0.0,0.0,0.0,0.0
41460,용인시,2020-08,6460.0,10857851.0,12715453.0,0.0,0.0,0.0,0.0,0.0
41130,성남시,2020-08,0.0,5528650.0,7192056.0,10125.0,11128450.0,7372384.0,10448135.0,7206645.0
41190,부천시,2020-08,6190.0,11113717.0,14285179.0,0.0,0.0,0.0,0.0,0.0
41590,화성시,2020-08,5147.0,23911858.0,25833815.0,0.0,0.0,0.0,0.0,0.0
41270,안산시,2020-08,7413.0,17843945.0,19984061.0,0.0,0.0,0.0,2197970.0,1861210.0
41360,남양주시,2020-08,4061.0,7655048.0,9086630.0,0.0,0.0,0.0,0.0,0.0
41170,안양시,2020-08,4680.0,4399286.0,4849452.0,0.0,0.0,0.0,1585910.0,1662365.0
41220,평택시,2020-08,3755.0,2734758.0,2905083.0,0.0,0.0,0.0,3658720.0,5101120.0
41390,시흥시,2020-08,0.0,0.0,0.0,4314.0,11981255.0,12272830.0,2711570.0,4511624.0
41480,파주시,2020-08,2646.0,4218698.0,4501398.0,0.0,0.0,0.0,0.0,0.0
41150,의정부시,2020-08,2469.0,3544572.0,4258150.0,0.0,0.0,0.0,0.0,0.0
41570,김포시,2020-08,0.0,0.0,0.0,3954.0,14442032.0,12214012.0,0.0,0.0
41610,광주시,2020-08,2537.0,6723209.0,7705561.0,0.0,0.0,0.0,0.0,0.0
41210,광명시,2020-08,2240.0,4151462.0,5334111.0,0.0,0.0,0.0,0.0,0.0
41410,군포시,2020-08,2047.0,5704424.0,6600190.0,0.0,0.0,0.0,0.0,0.0
41450,하남시,2020-08,2815.0,7072406.0,10085827.0,0.0,0.0,0.0,0.0,0.0
41370,오산시,2020-08,2185.0,5805637.0,5204294.0,0.0,0.0,0.0,0.0,0.0
41630,양주시,2020-08,1320.0,2397948.0,2956848.0,0.0,0.0,0.0,0.0,0.0
41500,이천시,2020-08,1285.0,2456137.0,3194053.0,0.0,0.0,0.0,0.0,0.0
41310,구리시,2020-08,2256.0,3169232.0,3885413.0,0.0,0.0,0.0,0.0,0.0
41550,안성시,2020-08,1227.0,3370742.0,4194658.0,0.0,0.0,0.0,0.0,0.0
41650,포천시,2020-08,1241.0,1234382.0,1229009.0,0.0,0.0,0.0,230195.0,231566.0
41430,의왕시,2020-08,1608.0,1247783.0,1430494.0,0.0,0.0,0.0,270140.0,239910.0
41830,양평군,2020-08,864.0,3215380.0,3253873.0,0.0,0.0,0.0,0.0,0.0
41670,여주시,2020-08,871.0,1600221.0,1794943.0,0.0,0.0,0.0,0.0,0.0
41250,동두천시,2020-08,454.0,677602.0,769322.0,0.0,0.0,0.0,0.0,0.0
41820,가평군,2020-08,312.0,597319.0,661956.0,0.0,0.0,0.0,92435.0,102910.0
41290,과천시,2020-08,852.0,1696814.0,1973027.0,0.0,0.0,0.0,562995.0,842030.0
41800,연천군,2020-08,324.0,488162.0,546308.0,0.0,0.0,0.0,0.0,0.0
41110,수원시,2020-09,23091.0,21953819.0,20079845.0,0.0,0.0,0.0,0.0,0.0
41280,고양시,2020-09,20944.0,25220665.0,21980525.0,0.0,0.0,0.0,0.0,0.0
41460,용인시,2020-09,20096.0,18206706.0,16973199.0,0.0,0.0,0.0,0.0,0.0
41130,성남시,2020-09,0.0,5311670.0,7009262.0,32165.0,20027243.0,12155684.0,14630550.0,9409185.0
41190,부천시,2020-09,17027.0,19720378.0,18638189.0,0.0,0.0,0.0,0.0,0.0
41590,화성시,2020-09,11966.0,34415969.0,31935295.0,0.0,0.0,0.0,0.0,0.0
41270,안산시,2020-09,9462.0,25777983.0,25047208.0,0.0,0.0,0.0,2621020.0,2142090.0
41360,남양주시,2020-09,10994.0,10885317.0,11080752.0,0.0,0.0,0.0,0.0,0.0
41170,안양시,2020-09,14046.0,7571997.0,6838623.0,0.0,0.0,0.0,2615665.0,2144675.0
41220,평택시,2020-09,13822.0,6133641.0,4846441.0,0.0,0.0,0.0,5808200.0,4492495.0
41390,시흥시,2020-09,0.0,0.0,0.0,9877.0,15150984.0,14926979.0,3224604.0,4033802.0
41480,파주시,2020-09,7569.0,6867186.0,6330229.0,0.0,0.0,0.0,0.0,0.0
41150,의정부시,2020-09,8245.0,6186426.0,5754601.0,0.0,0.0,0.0,0.0,0.0
41570,김포시,2020-09,0.0,0.0,0.0,10300.0,18320149.0,17678832.0,0.0,0.0
41610,광주시,2020-09,5885.0,10053666.0,9593202.0,0.0,0.0,0.0,0.0,0.0
41210,광명시,2020-09,6892.0,7013531.0,6851110.0,0.0,0.0,0.0,0.0,0.0
41410,군포시,2020-09,5625.0,9592961.0,8789646.0,0.0,0.0,0.0,0.0,0.0
41450,하남시,2020-09,6101.0,13978351.0,12461378.0,0.0,0.0,0.0,0.0,0.0
41370,오산시,2020-09,3028.0,7542900.0,7244711.0,0.0,0.0,0.0,0.0,0.0
41630,양주시,2020-09,3090.0,3503381.0,3426835.0,0.0,0.0,0.0,0.0,0.0
41500,이천시,2020-09,2797.0,3787120.0,3687948.0,0.0,0.0,0.0,0.0,0.0
